"ENSEMBLId"	"TargetCellType"	"dataCellSet"	"NSForest_markers"	"clusterSize"	"f_score"	"marker_count"	"data"	"pi_null"	"pi_off"	"prior_prob_off"	"prior_prob_on"	"expProb"	"targeted"	"expected_value"	"predicted_value"	"ENSEMBLId_TargetCellType_dataCellSet"	"on_off_expProb"
"ENSG00000007933"	"Multiciliated (nasal)"	"EC aerocyte capillary"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.64951646092204e-10	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) EC aerocyte capillary"	0.0156605967925592
"ENSG00000007933"	"Multiciliated (nasal)"	"EC arterial"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	4.55208796018569e-07	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) EC arterial"	0.118060644598864
"ENSG00000007933"	"Multiciliated (nasal)"	"EC general capillary"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	5.05106796538923e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) EC general capillary"	0.260573865652484
"ENSG00000007933"	"Multiciliated (nasal)"	"EC venous pulmonary"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	7.40726024545113e-08	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) EC venous pulmonary"	0.0725668806117444
"ENSG00000007933"	"Multiciliated (nasal)"	"EC venous systemic"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	6.22114166048959e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) EC venous systemic"	0.273797336624258
"ENSG00000007933"	"Multiciliated (nasal)"	"Goblet (bronchial)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0426681197509772	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Goblet (bronchial)"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Goblet (nasal)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.317989382362017	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Goblet (nasal)"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Goblet (subsegmental)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.00107544972432527	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Goblet (subsegmental)"	0.99106451128131
"ENSG00000007933"	"Multiciliated (nasal)"	"Hematopoietic stem cells"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.52967920353936e-05	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Hematopoietic stem cells"	0.0927304897798046
"ENSG00000007933"	"Multiciliated (nasal)"	"Hillock-like"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.00864990761234696	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Hillock-like"	0.999999999114501
"ENSG00000007933"	"Multiciliated (nasal)"	"Interstitial Mph perivascular"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	6.73964502262425e-09	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Interstitial Mph perivascular"	0.0465941313629024
"ENSG00000007933"	"Multiciliated (nasal)"	"Ionocyte"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0028244835416934	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Ionocyte"	0.999475773260776
"ENSG00000007933"	"Multiciliated (nasal)"	"Lymphatic EC differentiating"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.00280171247484384	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Lymphatic EC differentiating"	0.973569481843716
"ENSG00000007933"	"Multiciliated (nasal)"	"Lymphatic EC mature"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.36772967432308e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Lymphatic EC mature"	0.153221210386469
"ENSG00000007933"	"Multiciliated (nasal)"	"Lymphatic EC proliferating"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	9.74408866169646e-05	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Lymphatic EC proliferating"	0.124469700481186
"ENSG00000007933"	"Multiciliated (nasal)"	"Mast cells"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	2.48755539308809e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Mast cells"	0.1917255683874
"ENSG00000007933"	"Multiciliated (nasal)"	"Mesothelium"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	3.37586008741231e-05	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Mesothelium"	0.291124639986142
"ENSG00000007933"	"Multiciliated (nasal)"	"Migratory DCs"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	3.0930105196364e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Migratory DCs"	0.107940031760245
"ENSG00000007933"	"Multiciliated (nasal)"	"Monocyte-derived Mph"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	5.29069114907355e-11	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Monocyte-derived Mph"	0.0282031925093587
"ENSG00000007933"	"Multiciliated (nasal)"	"Multiciliated (nasal)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.626234124292581	TRUE	"1"	"0"	"ENSG00000007933 Multiciliated (nasal) Multiciliated (nasal)"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Multiciliated (non-nasal)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.101646141556957	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Multiciliated (non-nasal)"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Myofibroblasts"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.204606028145781	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Myofibroblasts"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Neuroendocrine"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	4.25141698992548e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Neuroendocrine"	0.141944272791577
"ENSG00000007933"	"Multiciliated (nasal)"	"NK cells"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.47187025553719e-08	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) NK cells"	0.0575512060564684
"ENSG00000007933"	"Multiciliated (nasal)"	"Non-classical monocytes"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.2263073528862e-08	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Non-classical monocytes"	0.0564623552586736
"ENSG00000007933"	"Multiciliated (nasal)"	"Peribronchial fibroblasts"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.28341137228608	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Peribronchial fibroblasts"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Pericytes"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0237981120282218	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Pericytes"	0.999999999999669
"ENSG00000007933"	"Multiciliated (nasal)"	"Plasma cells"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	5.38136198935391e-08	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Plasma cells"	0.0667963011784992
"ENSG00000007933"	"Multiciliated (nasal)"	"Plasmacytoid DCs"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	4.59129327250174e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Plasmacytoid DCs"	0.117659764689267
"ENSG00000007933"	"Multiciliated (nasal)"	"pre-TB secretory"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0291069203015021	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) pre-TB secretory"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"SM activated stress response"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0508897646187776	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) SM activated stress response"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"SMG duct"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.00278264937015116	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) SMG duct"	0.999977143348999
"ENSG00000007933"	"Multiciliated (nasal)"	"SMG mucous"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.000121085938936449	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) SMG mucous"	0.558683454108603
"ENSG00000007933"	"Multiciliated (nasal)"	"SMG serous (bronchial)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.86592183384904e-07	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) SMG serous (bronchial)"	0.0739342264877173
"ENSG00000007933"	"Multiciliated (nasal)"	"SMG serous (nasal)"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.26700488642384e-10	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) SMG serous (nasal)"	0.0145379364361282
"ENSG00000007933"	"Multiciliated (nasal)"	"Smooth muscle"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0909859983356823	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Smooth muscle"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"Smooth muscle FAM83D+"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0424023593783032	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Smooth muscle FAM83D+"	0.999999996717754
"ENSG00000007933"	"Multiciliated (nasal)"	"Subpleural fibroblasts"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.00147657692122261	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Subpleural fibroblasts"	0.982457526522176
"ENSG00000007933"	"Multiciliated (nasal)"	"Suprabasal"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.113687056391975	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Suprabasal"	1
"ENSG00000007933"	"Multiciliated (nasal)"	"T cells proliferating"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	1.00060463606444e-06	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) T cells proliferating"	0.0977155936956804
"ENSG00000007933"	"Multiciliated (nasal)"	"Tuft"	"FMO3"	4869	0.587560540402753	3	"hlca"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	0.0221124411395062	FALSE	"0"	"0"	"ENSG00000007933 Multiciliated (nasal) Tuft"	0.999999999076245
"ENSG00000010327"	"Interstitial Mph perivascular"	"Adventitial fibroblasts"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	3.22617126780056e-06	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Adventitial fibroblasts"	0.995616499078208
"ENSG00000010327"	"Interstitial Mph perivascular"	"Alveolar fibroblasts"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	4.03685156635802e-07	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Alveolar fibroblasts"	0.893231212198898
"ENSG00000010327"	"Interstitial Mph perivascular"	"Alveolar macrophages"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	6.4676080115289e-05	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Alveolar macrophages"	0.999994580830283
"ENSG00000010327"	"Interstitial Mph perivascular"	"Alveolar Mph CCL3+"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	8.26807785569983e-08	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Alveolar Mph CCL3+"	0.841636006832359
"ENSG00000010327"	"Interstitial Mph perivascular"	"Alveolar Mph MT-positive"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.00299413793151571	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Alveolar Mph MT-positive"	0.999999998893555
"ENSG00000010327"	"Interstitial Mph perivascular"	"Alveolar Mph proliferating"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	1.81467220607967e-05	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Alveolar Mph proliferating"	0.998930613748515
"ENSG00000010327"	"Interstitial Mph perivascular"	"AT0"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	2.44954997286051e-07	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular AT0"	0.685372056942716
"ENSG00000010327"	"Interstitial Mph perivascular"	"AT1"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	3.06294963469123e-05	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular AT1"	0.999739245150934
"ENSG00000010327"	"Interstitial Mph perivascular"	"AT2"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	1.21837586131157e-07	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular AT2"	0.890204753081998
"ENSG00000010327"	"Interstitial Mph perivascular"	"AT2 proliferating"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	3.43040605621514e-06	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular AT2 proliferating"	0.972619394855218
"ENSG00000010327"	"Interstitial Mph perivascular"	"B cells"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.00400275019904339	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular B cells"	0.999999999998937
"ENSG00000010327"	"Interstitial Mph perivascular"	"Basal resting"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	4.33178048986349e-10	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Basal resting"	0.308449220176409
"ENSG00000010327"	"Interstitial Mph perivascular"	"CD4 T cells"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	6.5389491230583e-06	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular CD4 T cells"	0.998079022261422
"ENSG00000010327"	"Interstitial Mph perivascular"	"CD8 T cells"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	3.27289511552475e-05	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular CD8 T cells"	0.999929160465258
"ENSG00000010327"	"Interstitial Mph perivascular"	"Classical monocytes"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.972713624805334	FALSE	"0"	"1"	"ENSG00000010327 Interstitial Mph perivascular Classical monocytes"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"Club (nasal)"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	4.49161541293819e-13	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Club (nasal)"	0.0496676735471664
"ENSG00000010327"	"Interstitial Mph perivascular"	"Club (non-nasal)"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	2.3034602003591e-11	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Club (non-nasal)"	0.125331391340096
"ENSG00000010327"	"Interstitial Mph perivascular"	"DC1"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.000354127520974856	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular DC1"	0.999710490543245
"ENSG00000010327"	"Interstitial Mph perivascular"	"DC2"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.873249800222867	FALSE	"0"	"1"	"ENSG00000010327 Interstitial Mph perivascular DC2"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"Deuterosomal"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	1.89388955906811e-11	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Deuterosomal"	0.0130640691935168
"ENSG00000010327"	"Interstitial Mph perivascular"	"EC aerocyte capillary"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.0127648216857902	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular EC aerocyte capillary"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"EC arterial"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.31112347990128	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular EC arterial"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"EC general capillary"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.218500494688608	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular EC general capillary"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"EC venous pulmonary"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.912355515552219	FALSE	"0"	"1"	"ENSG00000010327 Interstitial Mph perivascular EC venous pulmonary"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"EC venous systemic"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	0.657111569332824	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular EC venous systemic"	1
"ENSG00000010327"	"Interstitial Mph perivascular"	"Goblet (bronchial)"	"STAB1"	4805	0.463548251158871	3	"hlca"	0.420997407269687	0.537583939277476	0.958581346547163	0.0414186534528372	8.45626616508e-08	FALSE	"0"	"0"	"ENSG00000010327 Interstitial Mph perivascular Goblet (bronchial)"	0.726013423669523
