"ENSEMBLID"	"Gene"	"Log.Fold.Change"	"Effect.Size"	"Adjusted.P.Value"	"prior_prob_off"	"prior_prob_on"	"clusterName"	"barcode"	"marker"	"cellType"	"data"	"target"	"expProb"
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.287991722975574	"Alveolar macrophages"	"CD4 T cells"	"hlca"	FALSE	0.287991722975574
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999288033831913	"Alveolar macrophages"	"Interstitial Mph perivascular"	"hlca"	FALSE	0.999288033831913
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999995859584	"Alveolar macrophages"	"Alveolar Mph CCL3+"	"hlca"	FALSE	0.999999995859584
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.99999997821951	"Alveolar macrophages"	"Goblet (nasal)"	"hlca"	FALSE	0.99999997821951
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999897318610046	"Alveolar macrophages"	"Deuterosomal"	"hlca"	FALSE	0.999897318610046
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999999924705	"Alveolar macrophages"	"Suprabasal"	"hlca"	FALSE	0.999999999924705
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999868392701	"Alveolar macrophages"	"EC arterial"	"hlca"	FALSE	0.999999868392701
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999999999981	"Alveolar macrophages"	"Ionocyte"	"hlca"	FALSE	0.999999999999981
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999998623206213	"Alveolar macrophages"	"Alveolar Mph proliferating"	"hlca"	FALSE	0.999998623206213
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.195249955685722	"Alveolar macrophages"	"Hematopoietic stem cells"	"hlca"	FALSE	0.195249955685722
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999864791280709	"Alveolar macrophages"	"Alveolar Mph MT-positive"	"hlca"	FALSE	0.999864791280709
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999704016507	"Alveolar macrophages"	"Multiciliated (nasal)"	"hlca"	FALSE	0.999999704016507
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999984958461	"Alveolar macrophages"	"Mast cells"	"hlca"	FALSE	0.999999984958461
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.0819042034999597	"Alveolar macrophages"	"T cells proliferating"	"hlca"	FALSE	0.0819042034999597
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999998646143	"Alveolar macrophages"	"Hillock-like"	"hlca"	FALSE	0.999999998646143
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.683670593617976	"Alveolar macrophages"	"Classical monocytes"	"hlca"	FALSE	0.683670593617976
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999998664840646	"Alveolar macrophages"	"Smooth muscle"	"hlca"	FALSE	0.999998664840646
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.772955601673929	"Alveolar macrophages"	"CD8 T cells"	"hlca"	FALSE	0.772955601673929
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999982558702	"Alveolar macrophages"	"Myofibroblasts"	"hlca"	FALSE	0.999999982558702
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999985843185	"Alveolar macrophages"	"SMG mucous"	"hlca"	FALSE	0.999985843185
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999999965543	"Alveolar macrophages"	"Lymphatic EC mature"	"hlca"	FALSE	0.999999999965543
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999478157103	"Alveolar macrophages"	"Tuft"	"hlca"	FALSE	0.999999478157103
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.996783472177938	"Alveolar macrophages"	"Non-classical monocytes"	"hlca"	FALSE	0.996783472177938
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999992276467805	"Alveolar macrophages"	"Peribronchial fibroblasts"	"hlca"	FALSE	0.999992276467805
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.728558684838701	"Alveolar macrophages"	"Plasma cells"	"hlca"	FALSE	0.728558684838701
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999939416803391	"Alveolar macrophages"	"SM activated stress response"	"hlca"	FALSE	0.999939416803391
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999998604079266	"Alveolar macrophages"	"Club (non-nasal)"	"hlca"	FALSE	0.999998604079266
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999998977598031	"Alveolar macrophages"	"pre-TB secretory"	"hlca"	FALSE	0.999998977598031
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.0829291427894665	"Alveolar macrophages"	"Pericytes"	"hlca"	FALSE	0.0829291427894665
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.131991753989258	"Alveolar macrophages"	"DC1"	"hlca"	FALSE	0.131991753989258
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999914345283	"Alveolar macrophages"	"Neuroendocrine"	"hlca"	FALSE	0.999999914345283
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.992420620992211	"Alveolar macrophages"	"Adventitial fibroblasts"	"hlca"	FALSE	0.992420620992211
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999936342276342	"Alveolar macrophages"	"EC venous systemic"	"hlca"	FALSE	0.999936342276342
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999999988462	"Alveolar macrophages"	"AT1"	"hlca"	FALSE	0.999999999988462
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999784257289	"Alveolar macrophages"	"Multiciliated (non-nasal)"	"hlca"	FALSE	0.999999784257289
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.0869225409979906	"Alveolar macrophages"	"B cells"	"hlca"	FALSE	0.0869225409979906
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.037947824602657	"Alveolar macrophages"	"NK cells"	"hlca"	FALSE	0.037947824602657
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.99999949267751	"Alveolar macrophages"	"EC aerocyte capillary"	"hlca"	FALSE	0.99999949267751
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999962516376	"Alveolar macrophages"	"SMG duct"	"hlca"	FALSE	0.999999962516376
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999123475522	"Alveolar macrophages"	"AT2"	"hlca"	FALSE	0.999999123475522
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999997438809822	"Alveolar macrophages"	"Goblet (subsegmental)"	"hlca"	FALSE	0.999997438809822
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.710261307847444	"Alveolar macrophages"	"Migratory DCs"	"hlca"	FALSE	0.710261307847444
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999835504102	"Alveolar macrophages"	"Goblet (bronchial)"	"hlca"	FALSE	0.999999835504102
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999690483493823	"Alveolar macrophages"	"SMG serous (nasal)"	"hlca"	FALSE	0.999690483493823
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.985902624629989	"Alveolar macrophages"	"SMG serous (bronchial)"	"hlca"	FALSE	0.985902624629989
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.759444044577704	"Alveolar macrophages"	"Subpleural fibroblasts"	"hlca"	FALSE	0.759444044577704
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999909976881487	"Alveolar macrophages"	"Mesothelium"	"hlca"	FALSE	0.999909976881487
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999996739522456	"Alveolar macrophages"	"EC venous pulmonary"	"hlca"	FALSE	0.999996739522456
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999998396237	"Alveolar macrophages"	"Club (nasal)"	"hlca"	FALSE	0.999999998396237
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999998319201	"Alveolar macrophages"	"Lymphatic EC proliferating"	"hlca"	FALSE	0.999999998319201
"ENSG00000010278"	"CD9"	1.38	1.241	0	0.535592389054134	0.464407610945866	"Alveolar macrophages"	0.999999924832011	"Alveolar macrophages"	"Smooth muscle FAM83D+"	"hlca"	FALSE	0.999999924832011
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.617823680006346	"Alveolar macrophages"	"Alveolar fibroblasts"	"hlca"	FALSE	0.617823680006346
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00400093269322876	"Alveolar macrophages"	"Ionocyte"	"hlca"	FALSE	0.00400093269322876
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00257698263609785	"Alveolar macrophages"	"Basal resting"	"hlca"	FALSE	0.00257698263609785
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.0683374822298904	"Alveolar macrophages"	"Peribronchial fibroblasts"	"hlca"	FALSE	0.0683374822298904
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999998105948157	"Alveolar macrophages"	"Plasmacytoid DCs"	"hlca"	FALSE	0.999998105948157
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.0676715311102791	"Alveolar macrophages"	"SM activated stress response"	"hlca"	FALSE	0.0676715311102791
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999965291217	"Alveolar macrophages"	"Monocyte-derived Mph"	"hlca"	FALSE	0.999999965291217
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.695909523036532	"Alveolar macrophages"	"Myofibroblasts"	"hlca"	FALSE	0.695909523036532
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.837132626311462	"Alveolar macrophages"	"Pericytes"	"hlca"	FALSE	0.837132626311462
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.964490384012462	"Alveolar macrophages"	"Lymphatic EC mature"	"hlca"	FALSE	0.964490384012462
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.000481890915440042	"Alveolar macrophages"	"Tuft"	"hlca"	FALSE	0.000481890915440042
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999889766642	"Alveolar macrophages"	"Alveolar Mph proliferating"	"hlca"	FALSE	0.999999889766642
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.868592496374455	"Alveolar macrophages"	"EC arterial"	"hlca"	FALSE	0.868592496374455
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.99999995855827	"Alveolar macrophages"	"Alveolar Mph MT-positive"	"hlca"	FALSE	0.99999995855827
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00778234394509925	"Alveolar macrophages"	"Multiciliated (nasal)"	"hlca"	FALSE	0.00778234394509925
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.984919031302868	"Alveolar macrophages"	"T cells proliferating"	"hlca"	FALSE	0.984919031302868
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.558204819572891	"Alveolar macrophages"	"AT2 proliferating"	"hlca"	FALSE	0.558204819572891
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.99999993852385	"Alveolar macrophages"	"Interstitial Mph perivascular"	"hlca"	FALSE	0.99999993852385
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.941285646619536	"Alveolar macrophages"	"Smooth muscle"	"hlca"	FALSE	0.941285646619536
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00263576068883542	"Alveolar macrophages"	"Goblet (nasal)"	"hlca"	FALSE	0.00263576068883542
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00693984453904883	"Alveolar macrophages"	"Deuterosomal"	"hlca"	FALSE	0.00693984453904883
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00321278209630582	"Alveolar macrophages"	"Suprabasal"	"hlca"	FALSE	0.00321278209630582
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.000297737951597765	"Alveolar macrophages"	"SMG mucous"	"hlca"	FALSE	0.000297737951597765
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.105067003717551	"Alveolar macrophages"	"Multiciliated (non-nasal)"	"hlca"	FALSE	0.105067003717551
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.000662269033917751	"Alveolar macrophages"	"Club (nasal)"	"hlca"	FALSE	0.000662269033917751
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999986802482	"Alveolar macrophages"	"Non-classical monocytes"	"hlca"	FALSE	0.999999986802482
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.867779535156695	"Alveolar macrophages"	"EC aerocyte capillary"	"hlca"	FALSE	0.867779535156695
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999932761477	"Alveolar macrophages"	"DC2"	"hlca"	FALSE	0.999999932761477
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	4.89115610293204e-08	"Alveolar macrophages"	"SMG serous (nasal)"	"hlca"	FALSE	4.89115610293204e-08
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00287006982173488	"Alveolar macrophages"	"Goblet (subsegmental)"	"hlca"	FALSE	0.00287006982173488
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.99203077632052	"Alveolar macrophages"	"Mesothelium"	"hlca"	FALSE	0.99203077632052
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.0533743331267691	"Alveolar macrophages"	"Goblet (bronchial)"	"hlca"	FALSE	0.0533743331267691
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.948559215849089	"Alveolar macrophages"	"AT1"	"hlca"	FALSE	0.948559215849089
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.0127242740240147	"Alveolar macrophages"	"Neuroendocrine"	"hlca"	FALSE	0.0127242740240147
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.951455083526792	"Alveolar macrophages"	"Subpleural fibroblasts"	"hlca"	FALSE	0.951455083526792
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.601536575319233	"Alveolar macrophages"	"AT0"	"hlca"	FALSE	0.601536575319233
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.977961084922267	"Alveolar macrophages"	"Plasma cells"	"hlca"	FALSE	0.977961084922267
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.283384772889412	"Alveolar macrophages"	"Lymphatic EC differentiating"	"hlca"	FALSE	0.283384772889412
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.862924360393881	"Alveolar macrophages"	"B cells"	"hlca"	FALSE	0.862924360393881
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.889420467757909	"Alveolar macrophages"	"Hematopoietic stem cells"	"hlca"	FALSE	0.889420467757909
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.783251028896935	"Alveolar macrophages"	"CD4 T cells"	"hlca"	FALSE	0.783251028896935
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.99957933645784	"Alveolar macrophages"	"DC1"	"hlca"	FALSE	0.99957933645784
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.026773167216512	"Alveolar macrophages"	"Club (non-nasal)"	"hlca"	FALSE	0.026773167216512
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.972268466811534	"Alveolar macrophages"	"EC venous pulmonary"	"hlca"	FALSE	0.972268466811534
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.391710283463748	"Alveolar macrophages"	"EC venous systemic"	"hlca"	FALSE	0.391710283463748
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.596918342842432	"Alveolar macrophages"	"Adventitial fibroblasts"	"hlca"	FALSE	0.596918342842432
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999979116208	"Alveolar macrophages"	"Classical monocytes"	"hlca"	FALSE	0.999999979116208
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00742626505621913	"Alveolar macrophages"	"SMG serous (bronchial)"	"hlca"	FALSE	0.00742626505621913
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999337704894	"Alveolar macrophages"	"NK cells"	"hlca"	FALSE	0.999999337704894
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00111683307597665	"Alveolar macrophages"	"SMG duct"	"hlca"	FALSE	0.00111683307597665
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.103415576170808	"Alveolar macrophages"	"Smooth muscle FAM83D+"	"hlca"	FALSE	0.103415576170808
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999993780307605	"Alveolar macrophages"	"Mast cells"	"hlca"	FALSE	0.999993780307605
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.811482005924592	"Alveolar macrophages"	"Lymphatic EC proliferating"	"hlca"	FALSE	0.811482005924592
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.947388768583948	"Alveolar macrophages"	"EC general capillary"	"hlca"	FALSE	0.947388768583948
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999644152238	"Alveolar macrophages"	"Migratory DCs"	"hlca"	FALSE	0.999999644152238
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999987952069	"Alveolar macrophages"	"Alveolar macrophages"	"hlca"	TRUE	0.999999987952069
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.998649036215869	"Alveolar macrophages"	"CD8 T cells"	"hlca"	FALSE	0.998649036215869
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.397945094273849	"Alveolar macrophages"	"pre-TB secretory"	"hlca"	FALSE	0.397945094273849
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.00147031980759704	"Alveolar macrophages"	"Hillock-like"	"hlca"	FALSE	0.00147031980759704
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.818728075751628	"Alveolar macrophages"	"AT2"	"hlca"	FALSE	0.818728075751628
"ENSG00000011600"	"TYROBP"	3.172	3.26	0	0.564759041723958	0.435240958276042	"Alveolar macrophages"	0.999999991091116	"Alveolar macrophages"	"Alveolar Mph CCL3+"	"hlca"	FALSE	0.999999991091116
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.0132436738161195	"Alveolar macrophages"	"Multiciliated (non-nasal)"	"hlca"	FALSE	0.0132436738161195
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.000250221299149089	"Alveolar macrophages"	"SMG duct"	"hlca"	FALSE	0.000250221299149089
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.0527363211134459	"Alveolar macrophages"	"AT0"	"hlca"	FALSE	0.0527363211134459
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.0297385931617603	"Alveolar macrophages"	"Lymphatic EC differentiating"	"hlca"	FALSE	0.0297385931617603
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.951701791390004	"Alveolar macrophages"	"DC2"	"hlca"	FALSE	0.951701791390004
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.0565841114164845	"Alveolar macrophages"	"Alveolar fibroblasts"	"hlca"	FALSE	0.0565841114164845
"ENSG00000018280"	"SLC11A1"	1.264	1.212	0	0.903768265964407	0.096231734035593	"Alveolar macrophages"	0.998680714349605	"Alveolar macrophages"	"Monocyte-derived Mph"	"hlca"	FALSE	0.998680714349605
